date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,Hour,Month,PowerFactorRatio,HighLoad
2018-01-01 03:45:00,3.31,3.85,0.0,0.0,65.19,100.0,13500,Weekday,Monday,Light_Load,3,January,0.6518999999999999,0
2018-01-01 04:00:00,3.89,5.0,0.0,0.0,61.4,100.0,14400,Weekday,Monday,Light_Load,4,January,0.614,0
2018-01-01 04:15:00,3.28,3.82,0.0,0.0,65.14,100.0,15300,Weekday,Monday,Light_Load,4,January,0.6514,0
2018-01-01 04:30:00,3.56,4.28,0.0,0.0,63.95,100.0,16200,Weekday,Monday,Light_Load,4,January,0.6395000000000001,0
2018-01-01 04:45:00,3.74,4.54,0.0,0.0,63.58,100.0,17100,Weekday,Monday,Light_Load,4,January,0.6358,0
2018-01-01 05:00:00,3.31,3.6,0.0,0.0,67.68,100.0,18000,Weekday,Monday,Light_Load,5,January,0.6768000000000001,0
2018-01-01 05:15:00,3.56,4.07,0.0,0.0,65.84,100.0,18900,Weekday,Monday,Light_Load,5,January,0.6584,0
2018-01-01 05:30:00,3.56,4.1,0.0,0.0,65.56,100.0,19800,Weekday,Monday,Light_Load,5,January,0.6556000000000001,0
2018-01-01 05:45:00,3.28,3.49,0.0,0.0,68.48,100.0,20700,Weekday,Monday,Light_Load,5,January,0.6848000000000001,0
2018-01-01 06:00:00,3.78,4.32,0.0,0.0,65.85,100.0,21600,Weekday,Monday,Light_Load,6,January,0.6585,0
2018-01-01 06:15:00,3.35,3.64,0.0,0.0,67.72,100.0,22500,Weekday,Monday,Light_Load,6,January,0.6772,0
2018-01-01 06:30:00,3.24,3.35,0.0,0.0,69.52,100.0,23400,Weekday,Monday,Light_Load,6,January,0.6951999999999999,0
2018-01-01 06:45:00,3.89,4.46,0.0,0.0,65.73,100.0,24300,Weekday,Monday,Light_Load,6,January,0.6573,0
2018-01-01 07:00:00,3.31,3.53,0.0,0.0,68.4,100.0,25200,Weekday,Monday,Light_Load,7,January,0.684,0
2018-01-01 07:15:00,3.28,3.49,0.0,0.0,68.48,100.0,26100,Weekday,Monday,Light_Load,7,January,0.6848000000000001,0
2018-01-01 07:30:00,3.85,4.75,0.0,0.0,62.97,100.0,27000,Weekday,Monday,Light_Load,7,January,0.6297,0
2018-01-01 07:45:00,3.2,3.6,0.0,0.0,66.44,100.0,27900,Weekday,Monday,Light_Load,7,January,0.6644,0
2018-01-01 08:00:00,3.31,3.78,0.0,0.0,65.88,100.0,28800,Weekday,Monday,Light_Load,8,January,0.6587999999999999,0
2018-01-01 08:15:00,3.78,4.75,0.0,0.0,62.27,100.0,29700,Weekday,Monday,Light_Load,8,January,0.6227,0
2018-01-01 08:30:00,3.28,3.74,0.0,0.0,65.94,100.0,30600,Weekday,Monday,Light_Load,8,January,0.6594,0
2018-01-01 08:45:00,3.49,4.46,0.18,0.0,61.63,99.87,31500,Weekday,Monday,Light_Load,8,January,0.6171022329027736,0
2018-01-01 09:00:00,3.89,0.0,15.66,0.0,100.0,24.11,32400,Weekday,Monday,Light_Load,9,January,4.14765657403567,0
2018-01-01 09:15:00,3.6,0.0,16.96,0.0,100.0,20.76,33300,Weekday,Monday,Light_Load,9,January,4.816955684007707,0
2018-01-01 09:30:00,4.03,0.0,21.28,0.0,100.0,18.61,34200,Weekday,Monday,Light_Load,9,January,5.373455131649651,0
2018-01-01 09:45:00,3.92,0.0,19.22,0.0,100.0,19.98,35100,Weekday,Monday,Light_Load,9,January,5.005005005005005,0
2018-01-01 10:00:00,3.64,0.0,16.88,0.0,100.0,21.08,36000,Weekday,Monday,Light_Load,10,January,4.743833017077799,0
2018-01-01 10:15:00,4.07,0.0,22.32,0.0,100.0,17.94,36900,Weekday,Monday,Light_Load,10,January,5.574136008918617,0
2018-01-01 10:30:00,3.71,0.0,18.0,0.0,100.0,20.19,37800,Weekday,Monday,Light_Load,10,January,4.952947003467062,0
2018-01-01 10:45:00,3.6,0.0,16.92,0.0,100.0,20.81,38700,Weekday,Monday,Light_Load,10,January,4.805382027871216,0
2018-01-01 11:00:00,4.21,0.0,23.4,0.0,100.0,17.71,39600,Weekday,Monday,Light_Load,11,January,5.64652738565782,0
2018-01-01 11:15:00,3.49,0.0,5.65,0.0,100.0,52.55,40500,Weekday,Monday,Light_Load,11,January,1.9029495718363465,0
2018-01-01 11:30:00,3.46,0.0,4.82,0.0,100.0,58.31,41400,Weekday,Monday,Light_Load,11,January,1.714971702966901,0
2018-01-01 11:45:00,4.0,0.0,6.7,0.0,100.0,51.26,42300,Weekday,Monday,Light_Load,11,January,1.9508388607101055,0
2018-01-01 12:00:00,3.49,0.0,4.57,0.0,100.0,60.69,43200,Weekday,Monday,Light_Load,12,January,1.6477179106936892,0
2018-01-01 12:15:00,3.6,0.0,12.89,0.0,100.0,26.9,44100,Weekday,Monday,Light_Load,12,January,3.717472118959108,0
2018-01-01 12:30:00,4.25,0.0,23.15,0.0,100.0,18.06,45000,Weekday,Monday,Light_Load,12,January,5.537098560354375,0
2018-01-01 12:45:00,3.67,0.0,16.67,0.0,100.0,21.5,45900,Weekday,Monday,Light_Load,12,January,4.651162790697675,0
2018-01-01 13:00:00,3.67,0.0,16.63,0.0,100.0,21.55,46800,Weekday,Monday,Light_Load,13,January,4.640371229698376,0
2018-01-01 13:15:00,4.25,0.0,23.33,0.0,100.0,17.92,47700,Weekday,Monday,Light_Load,13,January,5.580357142857142,0
2018-01-01 13:30:00,3.64,0.0,16.74,0.0,100.0,21.25,48600,Weekday,Monday,Light_Load,13,January,4.705882352941177,0
2018-01-01 13:45:00,3.67,0.0,16.99,0.0,100.0,21.11,49500,Weekday,Monday,Light_Load,13,January,4.737091425864519,0
2018-01-01 14:00:00,4.28,0.0,23.4,0.0,100.0,17.99,50400,Weekday,Monday,Light_Load,14,January,5.5586436909394115,0
2018-01-01 14:15:00,3.64,0.0,16.67,0.0,100.0,21.33,51300,Weekday,Monday,Light_Load,14,January,4.688232536333802,0
2018-01-01 14:30:00,3.78,0.0,18.25,0.0,100.0,20.28,52200,Weekday,Monday,Light_Load,14,January,4.930966469428007,0
2018-01-01 14:45:00,4.1,0.0,22.1,0.0,100.0,18.24,53100,Weekday,Monday,Light_Load,14,January,5.482456140350878,0
2018-01-01 15:00:00,3.64,0.0,16.7,0.0,100.0,21.3,54000,Weekday,Monday,Light_Load,15,January,4.694835680751174,0
2018-01-01 15:15:00,3.92,0.0,19.33,0.0,100.0,19.87,54900,Weekday,Monday,Light_Load,15,January,5.032712632108706,0
2018-01-01 15:30:00,4.1,0.0,21.35,0.0,100.0,18.86,55800,Weekday,Monday,Light_Load,15,January,5.302226935312832,0
2018-01-01 15:45:00,3.6,0.0,16.81,0.0,100.0,20.94,56700,Weekday,Monday,Light_Load,15,January,4.775549188156638,0
2018-01-01 16:00:00,3.96,0.0,20.45,0.0,100.0,19.01,57600,Weekday,Monday,Light_Load,16,January,5.260389268805891,0
2018-01-01 16:15:00,4.0,0.0,20.77,0.0,100.0,18.91,58500,Weekday,Monday,Light_Load,16,January,5.288207297726071,0
2018-01-01 16:30:00,3.6,0.0,16.81,0.0,100.0,20.94,59400,Weekday,Monday,Light_Load,16,January,4.775549188156638,0
2018-01-01 16:45:00,4.07,0.0,21.64,0.0,100.0,18.48,60300,Weekday,Monday,Light_Load,16,January,5.411255411255411,0
2018-01-01 17:00:00,3.82,0.0,19.19,0.0,100.0,19.52,61200,Weekday,Monday,Light_Load,17,January,5.122950819672131,0
2018-01-01 17:15:00,3.56,0.0,16.96,0.0,100.0,20.54,62100,Weekday,Monday,Light_Load,17,January,4.868549172346641,0
2018-01-01 17:30:00,4.1,0.0,23.51,0.0,100.0,17.18,63000,Weekday,Monday,Light_Load,17,January,5.820721769499418,0
2018-01-01 17:45:00,3.6,0.0,17.39,0.0,100.0,20.27,63900,Weekday,Monday,Light_Load,17,January,4.93339911198816,0
2018-01-01 18:00:00,3.6,0.0,17.35,0.0,100.0,20.32,64800,Weekday,Monday,Light_Load,18,January,4.921259842519685,0
2018-01-01 18:15:00,4.0,0.0,8.96,0.0,100.0,40.77,65700,Weekday,Monday,Light_Load,18,January,2.452783909737552,0
2018-01-01 18:30:00,3.42,0.0,5.47,0.0,100.0,53.01,66600,Weekday,Monday,Light_Load,18,January,1.8864365214110546,0
2018-01-01 18:45:00,3.67,0.0,16.24,0.0,100.0,22.04,67500,Weekday,Monday,Light_Load,18,January,4.537205081669692,0
2018-01-01 19:00:00,4.07,0.0,22.57,0.0,100.0,17.75,68400,Weekday,Monday,Light_Load,19,January,5.633802816901408,0
2018-01-01 19:15:00,3.53,0.0,17.39,0.0,100.0,19.89,69300,Weekday,Monday,Light_Load,19,January,5.027652086475616,0
2018-01-01 19:30:00,3.85,0.0,20.74,0.0,100.0,18.25,70200,Weekday,Monday,Light_Load,19,January,5.47945205479452,0
2018-01-01 19:45:00,3.96,0.0,20.88,0.0,100.0,18.63,71100,Weekday,Monday,Light_Load,19,January,5.367686527106817,0
2018-01-01 20:00:00,3.56,0.0,17.35,0.0,100.0,20.1,72000,Weekday,Monday,Light_Load,20,January,4.975124378109452,0
2018-01-01 20:15:00,4.03,0.0,22.54,0.0,100.0,17.6,72900,Weekday,Monday,Light_Load,20,January,5.681818181818182,0
2018-01-01 20:30:00,3.74,0.0,19.55,0.0,100.0,18.79,73800,Weekday,Monday,Light_Load,20,January,5.32197977647685,0
2018-01-01 20:45:00,3.56,0.0,17.42,0.0,100.0,20.02,74700,Weekday,Monday,Light_Load,20,January,4.9950049950049955,0
2018-01-01 21:00:00,4.21,0.0,24.26,0.0,100.0,17.1,75600,Weekday,Monday,Light_Load,21,January,5.847953216374268,0
2018-01-01 21:15:00,3.56,0.0,17.75,0.0,100.0,19.66,76500,Weekday,Monday,Light_Load,21,January,5.08646998982706,0
2018-01-01 21:30:00,3.53,0.0,17.42,0.0,100.0,19.86,77400,Weekday,Monday,Light_Load,21,January,5.0352467270896275,0
2018-01-01 21:45:00,4.25,0.0,25.2,0.0,100.0,16.63,78300,Weekday,Monday,Light_Load,21,January,6.013229104028864,0
2018-01-01 22:00:00,3.53,0.0,17.5,0.0,100.0,19.77,79200,Weekday,Monday,Light_Load,22,January,5.058168942842691,0
2018-01-01 22:15:00,3.56,1.44,10.08,0.0,92.7,33.3,80100,Weekday,Monday,Light_Load,22,January,2.783783783783784,0
2018-01-01 22:30:00,3.67,4.21,0.0,0.0,65.71,100.0,81000,Weekday,Monday,Light_Load,22,January,0.6570999999999999,0
2018-01-01 22:45:00,3.24,3.35,0.0,0.0,69.52,100.0,81900,Weekday,Monday,Light_Load,22,January,0.6951999999999999,0
2018-01-01 23:00:00,3.53,3.74,0.0,0.0,68.64,100.0,82800,Weekday,Monday,Light_Load,23,January,0.6864,0
2018-01-01 23:15:00,3.53,3.42,0.0,0.0,71.82,100.0,83700,Weekday,Monday,Light_Load,23,January,0.7182,0
2018-01-01 23:30:00,3.24,2.95,0.0,0.0,73.94,100.0,84600,Weekday,Monday,Light_Load,23,January,0.7394,0
2018-01-01 23:45:00,3.67,3.96,0.0,0.0,67.97,100.0,85500,Weekday,Monday,Light_Load,23,January,0.6797,0
2018-01-01 00:00:00,3.42,3.46,0.0,0.0,70.3,100.0,0,Weekday,Monday,Light_Load,0,January,0.703,0
2018-01-02 00:15:00,3.2,3.1,0.0,0.0,71.82,100.0,900,Weekday,Tuesday,Light_Load,0,January,0.7182,0
2018-01-02 00:30:00,3.85,4.61,0.0,0.0,64.1,100.0,1800,Weekday,Tuesday,Light_Load,0,January,0.6409999999999999,0
2018-01-02 00:45:00,3.28,3.67,0.0,0.0,66.64,100.0,2700,Weekday,Tuesday,Light_Load,0,January,0.6664,0
2018-01-02 01:00:00,3.35,3.6,0.0,0.0,68.12,100.0,3600,Weekday,Tuesday,Light_Load,1,January,0.6812,0
2018-01-02 01:15:00,3.89,4.72,0.0,0.0,63.6,100.0,4500,Weekday,Tuesday,Light_Load,1,January,0.636,0
2018-01-02 01:30:00,3.28,3.53,0.0,0.0,68.07,100.0,5400,Weekday,Tuesday,Light_Load,1,January,0.6807,0
2018-01-02 01:45:00,3.46,3.96,0.0,0.0,65.8,100.0,6300,Weekday,Tuesday,Light_Load,1,January,0.6579999999999999,0
2018-01-02 02:00:00,3.78,4.82,0.0,0.0,61.71,100.0,7200,Weekday,Tuesday,Light_Load,2,January,0.6171,0
2018-01-02 02:15:00,3.31,3.53,0.0,0.0,68.4,100.0,8100,Weekday,Tuesday,Light_Load,2,January,0.684,0
2018-01-02 02:30:00,3.6,4.36,0.0,0.0,63.67,100.0,9000,Weekday,Tuesday,Light_Load,2,January,0.6367,0
2018-01-02 02:45:00,3.64,4.39,0.0,0.0,63.83,100.0,9900,Weekday,Tuesday,Light_Load,2,January,0.6383,0
2018-01-02 03:00:00,3.28,3.71,0.0,0.0,66.24,100.0,10800,Weekday,Tuesday,Light_Load,3,January,0.6624,0
2018-01-02 03:15:00,3.71,4.57,0.0,0.0,63.03,100.0,11700,Weekday,Tuesday,Light_Load,3,January,0.6303,0
2018-01-02 03:30:00,3.56,4.03,0.0,0.0,66.21,100.0,12600,Weekday,Tuesday,Light_Load,3,January,0.6620999999999999,0
2018-01-02 03:45:00,3.24,3.49,0.0,0.0,68.04,100.0,13500,Weekday,Tuesday,Light_Load,3,January,0.6804000000000001,0
2018-01-02 04:00:00,3.89,4.64,0.0,0.0,64.25,100.0,14400,Weekday,Tuesday,Light_Load,4,January,0.6425,0
2018-01-02 04:15:00,3.28,3.42,0.0,0.0,69.22,100.0,15300,Weekday,Tuesday,Light_Load,4,January,0.6922,0
2018-01-02 04:30:00,3.28,3.49,0.0,0.0,68.48,100.0,16200,Weekday,Tuesday,Light_Load,4,January,0.6848000000000001,0
2018-01-02 04:45:00,3.96,4.68,0.0,0.0,64.59,100.0,17100,Weekday,Tuesday,Light_Load,4,January,0.6459,0
2018-01-02 05:00:00,3.24,3.42,0.0,0.0,68.77,100.0,18000,Weekday,Tuesday,Light_Load,5,January,0.6877,0
2018-01-02 05:15:00,3.46,3.78,0.0,0.0,67.52,100.0,18900,Weekday,Tuesday,Light_Load,5,January,0.6751999999999999,0
2018-01-02 05:30:00,3.67,4.07,0.0,0.0,66.97,100.0,19800,Weekday,Tuesday,Light_Load,5,January,0.6697,0
2018-01-02 05:45:00,3.24,3.42,0.0,0.0,68.77,100.0,20700,Weekday,Tuesday,Light_Load,5,January,0.6877,0
2018-01-02 06:00:00,3.67,3.96,0.0,0.0,67.97,100.0,21600,Weekday,Tuesday,Light_Load,6,January,0.6797,0
2018-01-02 06:15:00,3.53,3.78,0.0,0.0,68.25,100.0,22500,Weekday,Tuesday,Light_Load,6,January,0.6825,0
2018-01-02 06:30:00,3.2,3.24,0.0,0.0,70.27,100.0,23400,Weekday,Tuesday,Light_Load,6,January,0.7027,0
2018-01-02 06:45:00,3.78,4.07,0.0,0.0,68.05,100.0,24300,Weekday,Tuesday,Light_Load,6,January,0.6805,0
2018-01-02 07:00:00,3.35,3.35,0.0,0.0,70.71,100.0,25200,Weekday,Tuesday,Light_Load,7,January,0.7071,0
2018-01-02 07:15:00,3.53,3.49,0.0,0.0,71.11,100.0,26100,Weekday,Tuesday,Light_Load,7,January,0.7111,0
2018-01-02 07:30:00,6.3,4.57,0.0,0.0,80.95,100.0,27000,Weekday,Tuesday,Light_Load,7,January,0.8095,0
2018-01-02 07:45:00,6.05,4.79,0.0,0.0,78.4,100.0,27900,Weekday,Tuesday,Light_Load,7,January,0.784,0
2018-01-02 08:00:00,6.73,4.54,0.0,0.0,82.9,100.0,28800,Weekday,Tuesday,Light_Load,8,January,0.8290000000000001,0
2018-01-02 08:15:00,29.02,18.83,0.07,0.0,83.89,100.0,29700,Weekday,Tuesday,Light_Load,8,January,0.8389,0
2018-01-02 08:30:00,46.19,28.66,0.0,0.0,84.97,100.0,30600,Weekday,Tuesday,Light_Load,8,January,0.8497,0
2018-01-02 08:45:00,52.06,35.32,0.0,0.0,82.75,100.0,31500,Weekday,Tuesday,Light_Load,8,January,0.8275,1
2018-01-02 09:00:00,56.2,12.53,0.11,0.0,97.6,100.0,32400,Weekday,Tuesday,Light_Load,9,January,0.976,1
2018-01-02 09:15:00,56.84,8.32,0.0,0.0,98.95,100.0,33300,Weekday,Tuesday,Medium_Load,9,January,0.9895,1
2018-01-02 09:30:00,51.26,4.54,0.94,0.0,99.61,99.98,34200,Weekday,Tuesday,Medium_Load,9,January,0.9962992598519703,1
2018-01-02 09:45:00,48.13,2.34,1.15,0.0,99.88,99.97,35100,Weekday,Tuesday,Medium_Load,9,January,0.9990997299189757,0
2018-01-02 10:00:00,52.81,7.06,0.54,0.0,99.12,99.99,36000,Weekday,Tuesday,Medium_Load,10,January,0.9912991299129914,1
2018-01-02 10:15:00,54.79,7.52,0.14,0.0,99.07,100.0,36900,Weekday,Tuesday,Maximum_Load,10,January,0.9906999999999999,1
2018-01-02 10:30:00,53.21,8.35,0.11,0.0,98.79,100.0,37800,Weekday,Tuesday,Maximum_Load,10,January,0.9879000000000001,1
2018-01-02 10:45:00,80.21,32.4,0.0,0.0,92.72,100.0,38700,Weekday,Tuesday,Maximum_Load,10,January,0.9272,1
2018-01-02 11:00:00,77.58,25.49,0.0,0.0,95.0,100.0,39600,Weekday,Tuesday,Maximum_Load,11,January,0.95,1
2018-01-02 11:15:00,128.52,70.85,0.0,0.0,87.57,100.0,40500,Weekday,Tuesday,Maximum_Load,11,January,0.8756999999999999,1
2018-01-02 11:30:00,144.47,78.48,0.0,0.0,87.87,100.0,41400,Weekday,Tuesday,Maximum_Load,11,January,0.8787,1
2018-01-02 11:45:00,90.86,54.29,0.0,0.0,85.84,100.0,42300,Weekday,Tuesday,Maximum_Load,11,January,0.8584,1
2018-01-02 12:00:00,123.3,66.06,0.0,0.0,88.15,100.0,43200,Weekday,Tuesday,Maximum_Load,12,January,0.8815000000000001,1
2018-01-02 12:15:00,19.22,5.54,18.9,0.0,96.09,71.3,44100,Weekday,Tuesday,Medium_Load,12,January,1.3476858345021039,0
2018-01-02 12:30:00,8.46,0.0,25.92,0.0,100.0,31.03,45000,Weekday,Tuesday,Medium_Load,12,January,3.222687721559781,0
2018-01-02 12:45:00,8.24,0.0,25.34,0.0,100.0,30.92,45900,Weekday,Tuesday,Medium_Load,12,January,3.2341526520051747,0
2018-01-02 13:00:00,8.03,0.0,25.49,0.0,100.0,30.05,46800,Weekday,Tuesday,Medium_Load,13,January,3.3277870216306153,0
2018-01-02 13:15:00,79.67,27.29,6.52,0.0,94.6,99.67,47700,Weekday,Tuesday,Medium_Load,13,January,0.9491321360489615,1
2018-01-02 13:30:00,97.85,46.8,0.0,0.0,90.21,100.0,48600,Weekday,Tuesday,Medium_Load,13,January,0.9020999999999999,1
2018-01-02 13:45:00,124.45,49.79,0.0,0.0,92.85,100.0,49500,Weekday,Tuesday,Medium_Load,13,January,0.9285,1
2018-01-02 14:00:00,108.61,43.34,0.0,0.0,92.88,100.0,50400,Weekday,Tuesday,Medium_Load,14,January,0.9288,1
2018-01-02 14:15:00,123.12,55.26,0.0,0.0,91.23,100.0,51300,Weekday,Tuesday,Medium_Load,14,January,0.9123,1
2018-01-02 14:30:00,129.1,53.5,0.0,0.0,92.38,100.0,52200,Weekday,Tuesday,Medium_Load,14,January,0.9238,1
2018-01-02 14:45:00,82.08,27.58,0.0,0.0,94.79,100.0,53100,Weekday,Tuesday,Medium_Load,14,January,0.9479000000000001,1
2018-01-02 15:00:00,143.89,60.91,0.0,0.0,92.09,100.0,54000,Weekday,Tuesday,Medium_Load,15,January,0.9209,1
2018-01-02 15:15:00,86.9,34.27,0.0,0.0,93.03,100.0,54900,Weekday,Tuesday,Medium_Load,15,January,0.9303,1
2018-01-02 15:30:00,141.44,62.57,0.0,0.0,91.45,100.0,55800,Weekday,Tuesday,Medium_Load,15,January,0.9145,1
2018-01-02 15:45:00,116.53,52.88,0.0,0.0,91.06,100.0,56700,Weekday,Tuesday,Medium_Load,15,January,0.9106000000000001,1
2018-01-02 16:00:00,129.31,61.16,0.0,0.0,90.4,100.0,57600,Weekday,Tuesday,Medium_Load,16,January,0.904,1
2018-01-02 16:15:00,136.44,56.77,0.0,0.0,92.33,100.0,58500,Weekday,Tuesday,Medium_Load,16,January,0.9233,1
2018-01-02 16:30:00,85.72,34.85,0.0,0.0,92.64,100.0,59400,Weekday,Tuesday,Medium_Load,16,January,0.9264,1
2018-01-02 16:45:00,147.46,65.27,0.0,0.0,91.44,100.0,60300,Weekday,Tuesday,Medium_Load,16,January,0.9144,1
2018-01-02 17:00:00,86.94,30.78,0.0,0.0,94.27,100.0,61200,Weekday,Tuesday,Medium_Load,17,January,0.9427,1
2018-01-02 17:15:00,67.25,25.81,0.0,0.0,93.36,100.0,62100,Weekday,Tuesday,Maximum_Load,17,January,0.9336,1
2018-01-02 17:30:00,115.78,50.04,0.0,0.0,91.79,100.0,63000,Weekday,Tuesday,Maximum_Load,17,January,0.9179,1
2018-01-02 17:45:00,113.11,34.63,0.0,0.0,95.62,100.0,63900,Weekday,Tuesday,Maximum_Load,17,January,0.9562,1
2018-01-02 18:00:00,76.75,11.74,1.04,0.0,98.85,99.99,64800,Weekday,Tuesday,Maximum_Load,18,January,0.9885988598859886,1
2018-01-02 18:15:00,41.9,15.23,0.14,0.0,93.98,100.0,65700,Weekday,Tuesday,Maximum_Load,18,January,0.9398000000000001,0
2018-01-02 18:30:00,37.4,19.94,0.0,0.0,88.24,100.0,66600,Weekday,Tuesday,Maximum_Load,18,January,0.8824,0
2018-01-02 18:45:00,40.25,8.82,0.5,0.0,97.68,99.99,67500,Weekday,Tuesday,Maximum_Load,18,January,0.9768976897689771,0
2018-01-02 19:00:00,34.92,1.98,1.58,0.0,99.84,99.9,68400,Weekday,Tuesday,Maximum_Load,19,January,0.9993993993993994,0
2018-01-02 19:15:00,41.36,6.44,0.43,0.0,98.81,99.99,69300,Weekday,Tuesday,Maximum_Load,19,January,0.9881988198819883,0
2018-01-02 19:30:00,35.96,2.52,1.37,0.0,99.76,99.93,70200,Weekday,Tuesday,Maximum_Load,19,January,0.9982988091664164,0
2018-01-02 19:45:00,39.42,5.29,0.47,0.0,99.11,99.99,71100,Weekday,Tuesday,Maximum_Load,19,January,0.9911991199119913,0
2018-01-02 20:00:00,38.16,4.68,0.5,0.0,99.26,99.99,72000,Weekday,Tuesday,Maximum_Load,20,January,0.9926992699269928,0
2018-01-02 20:15:00,33.23,1.51,3.96,0.0,99.9,99.3,72900,Weekday,Tuesday,Medium_Load,20,January,1.0060422960725077,0
2018-01-02 20:30:00,25.88,0.0,12.13,0.0,100.0,90.55,73800,Weekday,Tuesday,Medium_Load,20,January,1.1043622308117063,0
2018-01-02 20:45:00,10.84,0.0,23.22,0.0,100.0,42.3,74700,Weekday,Tuesday,Medium_Load,20,January,2.364066193853428,0
2018-01-02 21:00:00,9.29,0.0,23.51,0.0,100.0,36.75,75600,Weekday,Tuesday,Medium_Load,21,January,2.7210884353741496,0
2018-01-02 21:15:00,6.98,0.0,25.16,0.0,100.0,26.73,76500,Weekday,Tuesday,Medium_Load,21,January,3.741114852225963,0
2018-01-02 21:30:00,5.11,0.0,26.5,0.0,100.0,18.93,77400,Weekday,Tuesday,Medium_Load,21,January,5.282620179609086,0
2018-01-02 21:45:00,5.08,0.0,26.42,0.0,100.0,18.88,78300,Weekday,Tuesday,Medium_Load,21,January,5.296610169491526,0
2018-01-02 22:00:00,5.04,0.0,26.46,0.0,100.0,18.71,79200,Weekday,Tuesday,Medium_Load,22,January,5.344735435595938,0
2018-01-02 22:15:00,4.93,1.84,15.44,0.0,93.69,30.42,80100,Weekday,Tuesday,Maximum_Load,22,January,3.0798816568047336,0
2018-01-02 22:30:00,4.64,5.22,0.0,0.0,66.44,100.0,81000,Weekday,Tuesday,Maximum_Load,22,January,0.6644,0
2018-01-02 22:45:00,4.68,5.18,0.0,0.0,67.04,100.0,81900,Weekday,Tuesday,Maximum_Load,22,January,0.6704000000000001,0
2018-01-02 23:00:00,4.68,5.11,0.0,0.0,67.54,100.0,82800,Weekday,Tuesday,Maximum_Load,23,January,0.6754000000000001,0
2018-01-02 23:15:00,4.57,4.54,0.0,0.0,70.94,100.0,83700,Weekday,Tuesday,Light_Load,23,January,0.7094,0
2018-01-02 23:30:00,4.57,4.25,0.0,0.0,73.23,100.0,84600,Weekday,Tuesday,Light_Load,23,January,0.7323000000000001,0
2018-01-02 23:45:00,4.54,4.25,0.0,0.0,73.0,100.0,85500,Weekday,Tuesday,Light_Load,23,January,0.73,0
2018-01-02 00:00:00,4.61,4.21,0.0,0.0,73.84,100.0,0,Weekday,Tuesday,Light_Load,0,January,0.7384000000000001,0
2018-01-03 00:15:00,4.61,4.61,0.0,0.0,70.71,100.0,900,Weekday,Wednesday,Light_Load,0,January,0.7071,0
2018-01-03 00:30:00,4.61,4.54,0.0,0.0,71.25,100.0,1800,Weekday,Wednesday,Light_Load,0,January,0.7125,0
2018-01-03 00:45:00,4.57,4.5,0.0,0.0,71.25,100.0,2700,Weekday,Wednesday,Light_Load,0,January,0.7125,0
2018-01-03 01:00:00,4.57,4.61,0.0,0.0,70.4,100.0,3600,Weekday,Wednesday,Light_Load,1,January,0.7040000000000001,0
2018-01-03 01:15:00,4.64,4.46,0.0,0.0,72.1,100.0,4500,Weekday,Wednesday,Light_Load,1,January,0.721,0
